RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7072,15709459,Oluchi,698,Spain,Female,63,5,$0,1,1,1,"$173,577",0
7073,15775750,Yao,686,France,Male,37,9,"$134,561",1,1,0,"$27,596",0
7074,15585855,Gould,679,France,Male,40,1,$0,1,1,1,"$16,897",0
7075,15752139,Salter,682,Germany,Male,36,5,"$72,374",2,1,0,"$36,896",0
7076,15768295,Warner,778,France,Female,34,7,"$109,564",1,0,1,"$113,047",0
7077,15766906,Salier,742,France,Female,25,4,"$132,116",2,1,0,"$129,934",0
7078,15725776,Lazar,649,Germany,Male,24,7,"$101,195",1,0,0,"$133,091",0
7079,15682576,Onyenachiya,763,France,Male,67,1,"$149,437",2,0,1,"$106,283",0
7080,15704081,Findlay,595,Germany,Male,30,9,"$130,682",2,1,1,"$57,863",0
7081,15719940,Gibbons,628,Germany,Female,51,10,"$115,280",2,0,0,"$12,629",1
7082,15672894,McCawley,625,France,Female,36,8,"$129,944",2,0,0,"$198,915",0
7083,15667451,Taylor,733,France,Male,36,5,$0,2,1,1,"$109,128",0
7084,15636767,Yang,665,Spain,Female,32,10,$0,1,1,1,"$22,487",0
7085,15571415,Okwudiliolisa,805,Germany,Male,56,6,"$151,802",1,1,0,"$46,791",1
7086,15575605,Napolitano,725,France,Male,38,6,$0,2,1,1,"$158,697",0
7087,15649160,Vavilov,554,France,Female,38,3,"$138,732",1,1,1,"$194,138",0
7088,15615832,Teague,675,Spain,Female,35,8,"$155,621",1,0,1,"$35,177",0
7089,15600975,Chiemenam,556,France,Female,54,4,"$150,005",1,1,0,"$157,016",1
7090,15690772,Hughes,635,Spain,Female,48,2,$0,2,1,1,"$136,551",0
7091,15565714,Cattaneo,601,France,Male,47,1,"$64,430",2,0,1,"$96,518",0
7092,15763108,Davis,600,Germany,Male,53,7,"$106,262",1,1,0,"$93,630",1
7093,15723884,Nekrasova,758,Spain,Male,40,3,$0,2,0,0,"$96,098",0
7094,15644453,Loggia,606,Germany,Female,41,4,"$132,671",1,1,0,"$156,476",1
7095,15655464,Combes,640,France,Female,67,3,$0,1,0,1,"$42,965",0
7096,15783883,Onwuka,753,Germany,Female,38,1,"$117,315",1,1,0,"$122,021",1
7097,15787693,Kharlamov,559,Spain,Male,38,3,"$145,874",1,1,0,"$56,311",1
7098,15664793,Scott,754,Spain,Female,50,7,"$146,777",2,0,1,"$150,686",0
7099,15642391,Lettiere,621,Germany,Male,51,4,"$109,979",1,0,0,"$177,741",1
7100,15756538,Osonduagwuike,654,France,Female,37,5,$0,1,0,1,"$71,492",0
7101,15668830,Wan,650,Spain,Male,24,8,"$108,882",1,1,0,"$104,493",0
7102,15796569,Donaldson,831,Spain,Female,44,10,$0,1,0,1,"$47,729",0
7103,15677112,Chukwufumnanya,519,France,Male,39,2,"$112,957",2,1,0,"$97,593",0
7104,15815040,Ma,552,Germany,Female,42,8,"$103,362",1,0,1,"$186,870",1
7105,15590434,Alexander,577,Spain,Male,41,4,"$89,016",1,0,1,"$135,227",0
7106,15597536,Nkemjika,576,Spain,Male,45,5,"$133,618",1,0,0,"$135,245",0
7107,15723989,Carroll,646,France,Male,40,5,"$93,680",2,1,1,"$179,473",0
7108,15767358,Obioma,711,Germany,Female,45,1,"$97,486",2,1,0,"$50,611",0
7109,15594812,Campbell,806,Spain,Female,37,2,"$137,794",2,0,1,"$75,232",0
7110,15688210,Sims,670,France,Female,39,8,"$101,929",1,0,0,"$89,206",0
7111,15681509,McKay,679,Spain,Female,28,9,$0,2,0,1,"$61,762",0
7112,15572390,Huang,850,Spain,Female,39,6,$0,2,1,0,"$103,921",0
7113,15801441,Campbell,670,Germany,Female,35,2,"$79,586",1,0,1,"$198,803",0
7114,15783859,Boni,733,France,Female,24,3,"$161,885",1,1,1,"$9,617",0
7115,15575243,Gorbunova,764,France,Female,39,1,"$129,069",2,1,1,"$187,905",0
7116,15773421,Genovese,673,France,Female,42,4,$0,2,1,0,"$121,441",0
7117,15788776,Landor,588,Germany,Male,49,6,"$132,624",3,1,0,"$36,293",1
7118,15765257,Meng,564,Spain,Male,31,5,"$121,462",1,1,1,"$20,432",1
7119,15661412,Wardell,715,France,Male,32,8,"$175,307",1,1,0,"$187,051",0
7120,15636478,Williams,621,France,Male,31,7,"$136,659",1,1,1,"$148,689",0
7121,15603683,Ofodile,796,Spain,Female,23,3,"$146,584",2,0,0,"$125,446",0
7122,15651868,Clark,672,France,Male,34,6,$0,1,0,0,"$22,736",0
7123,15815443,Lo,527,Spain,Female,46,10,"$131,415",1,1,0,"$54,948",0
7124,15682686,Chukwuemeka,722,France,Female,38,3,$0,2,0,1,"$167,985",0
7125,15697460,Lai,596,Germany,Male,34,4,"$99,441",2,0,1,"$4,802",0
7126,15748432,Arcuri,746,France,Female,32,4,$0,2,1,1,"$72,910",0
7127,15698271,Graham,523,France,Female,26,4,$0,2,1,0,"$185,489",0
7128,15808662,Krylov,624,France,Male,44,3,$0,2,1,0,"$88,408",0
7129,15690372,Henry,553,Spain,Male,38,1,"$181,110",2,1,0,"$184,545",0
7130,15781875,Jamieson,850,Spain,Male,33,3,"$100,476",2,1,1,"$136,539",0
7131,15801473,Moore,599,Germany,Male,33,2,"$51,950",2,1,0,"$85,046",0
7132,15704509,Tan,492,France,Male,35,8,"$121,063",1,0,0,"$85,421",0
7133,15694666,Thornton,707,Spain,Male,48,8,"$88,442",1,1,1,"$119,903",1
7134,15731166,Macleod,743,France,Female,30,1,"$127,023",1,1,1,"$138,781",0
7135,15728523,Rizzo,522,France,Male,41,5,"$144,148",1,1,1,"$14,790",0
7136,15788442,Chukwukadibia,681,Spain,Female,57,2,"$173,306",1,0,1,"$131,965",0
7137,15689781,Ts'ai,826,France,Female,49,0,$0,1,0,0,"$178,710",1
7138,15764226,Lu,630,Germany,Female,28,8,"$106,426",1,1,1,"$20,345",0
7139,15809837,Kent,430,Germany,Female,66,6,"$135,392",2,1,1,"$172,852",1
7140,15805212,Black,806,France,Female,67,1,$0,2,0,1,"$103,946",0
7141,15716082,Chukwubuikem,703,Spain,Male,39,6,"$152,685",1,0,0,"$183,656",0
7142,15643056,McMillan,755,Germany,Female,38,1,"$82,084",1,0,1,"$10,334",0
7143,15654859,Ngozichukwuka,612,Spain,Female,63,2,"$131,629",2,1,0,"$122,110",1
7144,15761158,Y?an,719,France,Female,54,7,$0,2,1,1,"$125,042",0
7145,15577515,Sung,554,Germany,Female,55,0,"$108,477",1,0,1,"$140,003",1
7146,15723827,Macartney,683,France,Male,30,4,"$114,779",1,0,0,"$183,171",0
7147,15646594,Ali,749,France,Male,41,5,"$57,569",1,1,1,"$61,128",0
7148,15712877,Morley,724,Spain,Male,36,1,$0,2,1,0,"$52,462",0
7149,15598802,Martin,770,Spain,Male,30,8,$0,2,0,1,"$50,840",0
7150,15699340,Okorie,680,France,Male,37,4,$0,2,1,0,"$61,241",0
7151,15691150,Ku,699,France,Female,32,4,"$110,559",1,1,1,"$127,430",0
7152,15608688,Andreyeva,442,France,Male,34,4,$0,2,1,0,"$68,343",0
7153,15737998,Cheng,529,France,Male,46,8,$0,1,0,0,"$126,512",1
7154,15735837,Hsia,574,Spain,Male,36,3,$0,2,1,1,"$8,560",0
7155,15659100,Lane,605,France,Male,33,9,"$128,153",1,0,0,"$147,823",0
7156,15609070,Findlay,515,Germany,Male,45,7,"$120,962",3,1,1,"$39,288",1
7157,15650313,Okonkwo,632,Germany,Male,65,6,"$129,472",1,1,1,"$85,179",0
7158,15627699,Pirogova,558,France,Male,32,10,"$105,000",1,1,0,"$190,020",0
7159,15591010,McDonald,434,Germany,Male,55,8,"$109,339",2,1,0,"$96,406",1
7160,15798895,Okonkwo,525,France,Female,59,6,"$55,328",1,1,0,"$83,343",1
7161,15745375,Nnanna,640,Germany,Male,23,3,"$72,013",1,1,0,"$161,333",0
7162,15775235,Ku,690,France,Female,36,6,"$110,480",1,0,0,"$81,292",0
7163,15780088,Porter,607,Spain,Male,34,9,"$132,440",1,1,0,"$177,748",0
7164,15649379,Somayina,850,France,Female,46,3,$0,2,1,1,"$187,980",0
7165,15713983,Mao,780,Germany,Male,34,5,"$94,109",2,1,0,"$177,235",0
7166,15709252,Fuller,616,Germany,Female,28,10,"$105,174",1,0,1,"$29,835",1
7167,15699238,Craig,618,Spain,Female,40,8,$0,2,1,0,"$80,204",0
7168,15732884,Trevisano,676,France,Male,29,7,"$131,960",1,0,0,"$189,269",0
7169,15587297,Ruiz,507,France,Male,33,7,$0,2,1,1,"$85,411",0
7170,15684722,Fraser,490,France,Male,34,5,"$122,953",2,0,0,"$154,361",0
7171,15621244,Gallo,678,France,Male,36,0,"$107,380",1,1,1,"$84,460",0
7172,15744273,Waterhouse,637,Germany,Male,30,6,"$122,642",2,1,0,"$65,618",0
7173,15682540,Cremonesi,602,France,Female,33,8,$0,2,1,1,"$112,929",0
7174,15636521,Feng,744,Spain,Female,30,1,"$124,037",1,1,1,"$142,211",0
7175,15785339,H?,640,France,Female,50,9,"$117,565",2,0,0,"$82,560",0
7176,15638983,Jara,684,France,Female,38,5,"$133,189",1,0,0,"$127,388",0
7177,15654625,Wilson,495,Germany,Male,39,8,"$120,252",2,1,1,"$10,160",0
7178,15697310,O'Callaghan,559,Germany,Female,28,3,"$152,265",1,0,0,"$64,242",0
7179,15678210,Robson,684,France,Male,38,5,"$105,070",2,1,1,"$198,355",0
7180,15575438,Pease,613,France,Male,42,7,"$115,076",1,1,1,"$79,324",0
7181,15632789,Maclean,794,France,Male,30,8,$0,2,1,1,"$24,114",0
7182,15621423,Lavrentyev,736,France,Female,42,7,"$117,280",3,0,0,"$41,921",1
7183,15573520,Rhodes,692,Germany,Male,49,6,"$110,540",2,0,1,"$107,473",0
7184,15740458,Murphy,703,Spain,Male,36,7,"$135,095",1,1,0,"$143,860",0
7185,15762799,Alexander,720,Germany,Male,23,0,"$187,861",2,1,1,"$104,120",0
7186,15686885,Nekrasov,777,Germany,Male,44,3,"$124,656",2,0,1,"$79,792",0
7187,15565996,Arnold,653,France,Male,44,8,$0,2,1,1,"$154,640",0
7188,15662152,Trevisan,552,France,Female,38,9,"$134,105",1,0,0,"$57,850",0
7189,15711742,Mason,708,France,Female,34,4,$0,1,1,1,"$62,868",0
7190,15701885,Tucker,647,France,Female,40,9,$0,2,0,1,"$92,357",0
7191,15774262,Hobson,597,Germany,Male,52,8,"$83,693",2,1,1,"$161,084",0
7192,15567839,Gordon,501,France,Male,42,9,"$114,631",1,0,1,"$91,430",0
7193,15644400,Anderson,709,France,Male,44,9,"$128,602",1,1,0,"$117,031",0
7194,15797246,Terry,621,Germany,Female,34,2,"$91,259",2,1,0,"$44,857",0
7195,15778290,Lappin,799,France,Male,70,8,"$70,417",1,1,1,"$36,484",0
7196,15708714,Santiago,675,France,Female,33,6,$0,2,1,0,"$34,046",0
7197,15586183,Wallace,561,France,Female,35,5,$0,2,1,0,"$59,982",0
7198,15761733,King,707,France,Female,42,10,$0,2,1,1,"$152,944",0
7199,15773934,Fang,670,France,Male,33,6,"$88,295",1,1,0,"$66,979",0
7200,15705343,May,649,Spain,Female,32,7,$0,1,1,0,"$28,797",0
7201,15593959,Travis,524,France,Male,28,1,"$93,577",1,1,1,"$51,671",0
7202,15664615,Nnachetam,689,Germany,Female,30,5,"$136,651",1,1,1,"$41,866",1
7203,15671014,Zhdanova,573,Spain,Female,72,8,"$98,766",1,1,1,"$96,016",0
7204,15657778,Jefferson,657,France,Male,33,1,"$84,310",2,0,0,"$103,914",0
7205,15585192,Cremonesi,686,Spain,Male,39,10,"$136,258",1,0,0,"$89,200",0
7206,15592914,Fang,683,France,Female,29,9,$0,2,1,1,"$48,850",0
7207,15770995,Sinclair,753,Germany,Female,47,1,"$131,161",1,1,0,"$197,445",0
7208,15570990,Begley,520,Spain,Female,30,4,"$145,223",2,0,0,"$145,161",0
7209,15596165,Degtyarev,547,Germany,Male,25,4,"$98,142",2,1,1,"$52,310",0
7210,15788131,Atkins,653,France,Male,47,6,$0,1,1,0,"$50,696",1
7211,15800773,Ikenna,648,Spain,Female,28,9,"$102,283",1,1,1,"$157,891",0
7212,15690153,Sun,639,France,Female,37,4,"$116,122",2,0,1,"$181,851",0
7213,15638989,Lettiere,711,France,Female,25,5,"$190,067",1,0,0,"$51,345",1
7214,15623210,Smith,484,Germany,Female,55,8,"$149,350",3,0,0,"$137,520",1
7215,15652658,Finch,721,France,Male,36,1,"$155,177",2,1,1,"$49,653",0
7216,15684440,Monaldo,548,Germany,Male,32,2,"$98,986",1,1,1,"$55,867",0
7217,15730287,Ugonna,679,France,Male,41,8,"$147,727",3,1,0,"$172,749",1
7218,15720353,Chiang,553,France,Male,41,1,$0,2,1,0,"$90,607",0
7219,15767231,Sun,757,France,Male,36,7,"$144,852",1,0,0,"$130,862",0
7220,15761554,Blackburn,581,France,Male,54,4,"$89,300",1,0,0,"$5,558",1
7221,15706637,Chang,718,Spain,Male,40,9,$0,2,0,0,"$121,538",0
7222,15690492,Palermo,625,France,Male,41,6,"$97,663",2,1,0,"$57,129",0
7223,15694237,McEwan,744,Spain,Male,39,4,"$95,162",1,1,0,"$19,410",0
7224,15729771,Davide,799,Germany,Male,31,9,"$154,587",1,0,1,"$88,605",1
7225,15609823,Chieloka,751,Spain,Female,34,8,"$127,095",2,0,0,$480,0
7226,15793366,Humphreys,781,Germany,Male,35,7,"$92,526",2,1,1,"$173,838",0
7227,15614813,Cocci,777,Germany,Female,46,0,"$107,363",1,1,0,$487,0
7228,15566495,Hanson,704,Spain,Female,24,2,$0,1,1,0,"$35,600",1
7229,15707602,Macleod,539,France,Female,47,2,"$127,286",2,1,1,"$166,929",1
7230,15635244,Ritchie,716,France,Female,29,6,$0,2,1,1,"$98,999",0
7231,15805627,Nebechukwu,670,France,Male,37,2,$0,2,1,1,"$54,230",0
7232,15607986,Nnamutaezinwa,555,France,Male,40,10,"$139,930",1,1,1,"$105,720",0
7233,15799785,Ikemefuna,679,Germany,Female,30,4,"$77,950",1,1,1,"$121,151",0
7234,15699963,Scott,571,France,Male,38,1,"$121,405",1,1,1,"$154,844",0
7235,15624595,Chiang,512,Spain,Female,35,5,"$124,581",1,1,1,"$18,785",0
7236,15629750,Artyomova,697,France,Male,35,5,"$133,088",1,1,0,"$64,772",0
7237,15651460,Hsieh,424,Spain,Male,34,7,$0,1,1,1,"$16,251",0
7238,15753550,Levien,684,France,Female,43,7,$0,2,1,0,"$131,094",0
7239,15594133,Erskine,697,Spain,Male,62,7,$0,1,1,0,"$129,188",1
7240,15772329,Fiorentino,580,Germany,Male,45,8,"$103,741",1,1,0,"$47,429",1
7241,15591552,Okonkwo,600,France,Female,32,7,"$98,878",1,1,0,"$132,973",0
7242,15750921,Monds,521,France,Male,37,5,"$105,843",2,1,1,"$84,908",0
7243,15701687,Campbell,664,Spain,Male,44,7,"$77,527",3,0,0,"$57,339",1
7244,15728906,Ibekwe,634,France,Male,77,5,$0,2,1,1,"$161,580",0
7245,15670029,Marcelo,445,France,Female,33,7,$0,2,1,0,"$122,626",0
7246,15763579,Castro,702,Germany,Female,36,2,"$105,265",2,1,1,"$52,910",0
7247,15728010,Capon,485,France,Male,37,5,$0,2,0,1,"$170,226",0
7248,15663194,Voronova,582,Germany,Female,40,3,"$110,150",1,1,1,"$191,758",1
7249,15736510,Loggia,605,Spain,Female,57,2,$0,3,1,0,"$66,653",1
7250,15745804,Law,628,France,Male,25,7,$0,2,1,1,"$195,978",0
7251,15631451,Grant,604,Spain,Female,28,6,$0,2,1,1,"$69,056",0
7252,15746995,Greco,724,Germany,Male,31,9,"$138,166",1,1,0,"$12,920",0
7253,15730673,Dietz,567,Germany,Male,40,7,"$122,265",1,1,0,"$138,553",0
7254,15734649,Martel,779,Spain,Female,55,0,"$133,296",1,1,0,"$22,833",1
7255,15701081,Jarvis,785,France,Male,36,2,$0,1,0,1,"$61,811",0
7256,15632503,Meng,563,France,Female,32,0,"$148,326",1,1,0,"$191,604",1
7257,15585928,Hay,821,Germany,Female,31,2,"$68,928",1,1,1,"$25,445",0
7258,15648681,Voronoff,747,France,Female,47,5,"$139,915",4,0,1,"$129,965",1
7259,15747757,Trevascus,600,Germany,Female,58,8,"$118,723",1,0,0,"$6,210",1
7260,15718921,Ho,625,Spain,Male,32,7,"$106,957",1,1,1,"$134,794",0
7261,15571081,Hansen,773,France,Female,41,7,"$190,239",1,1,1,"$57,550",0
7262,15734578,Craig,726,France,Female,53,1,"$113,538",1,0,1,"$28,367",0
7263,15579583,Hall,641,Spain,Female,40,4,"$101,090",1,1,1,"$51,703",0
7264,15622729,Sun,649,France,Female,46,2,$0,2,1,1,"$66,603",0
7265,15662189,Durant,434,Spain,Male,33,3,$0,1,1,1,"$2,740",0
7266,15692718,Jackson,738,France,Female,38,7,$0,2,0,0,"$69,227",0
7267,15762716,Chigozie,762,Spain,Female,60,10,"$168,921",1,1,0,"$31,445",1
7268,15724851,Farmer,507,Germany,Male,31,9,"$111,590",1,1,0,"$150,037",0
7269,15587266,Douglas,606,Germany,Female,27,6,"$172,310",1,0,1,"$111,449",0
7270,15675926,Ardis,655,Germany,Male,34,7,"$118,028",1,1,0,"$51,226",1
7271,15706268,Smith,697,Germany,Male,51,1,"$147,910",1,1,1,"$53,581",0
7272,15581871,Butler,504,Germany,Male,42,7,"$131,287",2,1,1,"$149,698",0
7273,15666166,Pettry,653,France,Female,74,0,"$121,276",1,1,1,"$160,348",0
7274,15671582,John,660,Spain,Male,38,6,"$109,869",1,1,1,"$154,642",0
7275,15680901,Potter,652,France,Female,34,6,"$97,436",2,1,1,"$104,332",0
7276,15642336,Shaw,669,France,Female,42,9,$0,2,0,0,"$135,630",0
7277,15653147,Boyle,594,France,Male,35,2,"$133,853",1,1,1,"$65,362",0
7278,15571284,Elmore,756,Germany,Male,32,0,"$109,528",2,1,1,"$56,176",0
7279,15591360,Udinesi,642,France,Female,33,4,"$84,607",2,0,1,"$60,059",0
7280,15810485,Sun,486,Germany,Male,37,1,"$101,438",1,0,0,"$51,365",0
7281,15611973,Tuan,804,France,Male,55,7,$0,2,1,1,"$118,753",0
7282,15735572,Lawrence,629,France,Male,59,9,"$113,658",1,1,1,"$116,849",1
7283,15567860,Burrows,581,Spain,Female,44,7,"$189,318",2,1,0,"$45,026",1
7284,15795690,Shao,667,France,Male,31,3,"$99,514",1,1,1,"$189,657",0
7285,15706464,White,667,Spain,Male,35,4,"$97,585",2,0,0,"$57,213",0
7286,15725028,Chialuka,679,France,Male,29,3,$0,2,1,1,"$63,687",0
7287,15751167,Toscano,680,France,Female,43,4,$0,2,1,1,"$58,761",0
7288,15633944,McKay,644,Spain,Male,32,3,"$136,660",1,1,1,"$14,188",0
7289,15672637,Voronkov,571,France,Female,30,4,"$85,756",1,1,0,"$145,116",0
7290,15680895,Sal,627,Spain,Female,35,7,$0,1,1,0,"$187,718",0
7291,15793825,Ikechukwu,536,France,Male,39,4,$0,2,1,0,"$27,150",0
7292,15611318,Kruglova,599,Spain,Male,33,4,"$51,691",1,1,0,"$111,623",1
7293,15768474,Clements,744,Spain,Male,34,3,$0,2,1,0,"$27,244",0
7294,15716276,Kennedy,709,France,Female,34,2,"$111,670",1,1,0,"$57,030",0
7295,15623668,Johnson,653,Germany,Male,31,2,"$154,741",2,0,0,"$25,183",0
7296,15696361,Chung,648,Germany,Male,31,7,"$125,682",1,0,1,"$129,981",0
7297,15607988,Garland,663,Germany,Female,37,8,"$155,304",1,1,0,"$118,717",0
7298,15637891,Docherty,613,Germany,Female,43,4,"$140,682",1,0,1,"$20,134",0
7299,15789865,Nnaife,620,France,Male,28,9,"$71,903",1,0,1,"$190,208",0
7300,15627190,Lettiere,661,France,Male,51,6,"$146,607",1,1,1,"$68,022",0
7301,15788224,Sanderson,669,Germany,Male,45,1,"$123,950",1,0,0,"$110,882",0
7302,15702149,Fomin,767,Germany,Female,33,1,"$144,753",1,1,1,"$132,481",0
7303,15708236,Wright,491,France,Female,72,6,"$91,285",1,1,1,"$7,033",0
7304,15568469,Buckley,653,France,Male,43,0,$0,2,1,0,"$27,863",0
7305,15764444,Pan,679,Germany,Male,58,8,"$125,851",2,1,1,"$87,008",0
7306,15794204,Manna,687,France,Male,28,7,"$108,117",1,1,1,"$27,411",0
7307,15807546,Chinwendu,837,France,Female,38,2,$0,2,1,1,"$46,395",0
7308,15782159,Ndubuagha,850,France,Male,28,8,"$67,640",2,1,1,"$194,245",0
7309,15618703,White,663,Spain,Female,53,6,"$150,200",1,0,1,"$151,317",1
7310,15793317,Hale,547,Spain,Female,22,7,"$141,287",1,1,0,"$118,143",0
7311,15740487,Ross,627,France,Female,41,6,$0,3,1,1,"$138,701",1
7312,15722479,Ikenna,707,France,Male,37,1,$0,2,0,1,"$6,036",0
7313,15688264,Nkemdilim,629,France,Female,43,0,$0,2,1,1,"$41,264",0
7314,15583067,McMillan,687,France,Female,36,4,"$97,158",1,0,1,"$63,185",0
7315,15686670,Duke,588,France,Female,36,2,$0,2,1,0,"$92,536",1
7316,15593345,Bradbury,502,Germany,Female,33,6,"$125,241",2,1,1,"$158,736",0
7317,15811690,Bayley,793,Germany,Male,54,2,"$128,966",1,0,0,"$18,633",1
7318,15734008,Bartlett,727,Germany,Male,59,5,"$152,581",1,1,0,"$71,830",1
7319,15771856,Cremin,632,Spain,Female,32,1,$0,2,1,0,"$19,526",0
7320,15762045,Gilchrist,474,Germany,Female,37,5,"$142,689",2,1,1,"$110,953",0
7321,15778142,Shih,850,Germany,Female,31,1,"$130,090",2,1,1,"$4,466",0
7322,15689268,Fitzpatrick,584,France,Male,36,9,$0,1,1,1,"$105,819",0
7323,15721507,Pagan,713,France,Female,32,1,"$117,094",1,0,0,"$149,559",1
7324,15750476,Hendrick,742,Spain,Male,24,8,$0,2,1,0,"$4,070",0
7325,15810723,Sanderson,607,France,Female,39,10,$0,3,1,0,"$132,741",1
7326,15787229,Samsonova,761,Spain,Female,34,2,$0,2,1,0,"$61,251",0
7327,15570508,Azubuike,600,France,Male,49,7,"$90,219",1,1,0,"$91,348",0
7328,15617065,Pan,650,Spain,Male,42,4,"$194,533",1,1,0,"$171,045",1
7329,15689786,Massie,850,Germany,Male,56,1,"$169,744",1,0,0,"$155,850",1
7330,15648876,Sandover,501,France,Female,34,5,$0,1,1,0,"$27,381",0
7331,15802106,Craig,418,France,Male,34,8,"$155,974",1,1,0,"$154,209",0
7332,15773869,Onwudiwe,797,Spain,Male,59,4,"$129,321",1,1,1,"$93,625",0
7333,15711635,Chu,788,Germany,Female,42,6,"$138,650",2,1,0,"$64,746",0
7334,15795527,Zetticci,699,Spain,Male,43,2,"$136,488",2,1,0,"$82,816",0
7335,15759133,Vaguine,616,France,Male,18,6,$0,2,1,1,"$27,309",0
7336,15679394,Owen,651,France,Female,41,4,"$38,617",1,1,1,"$104,877",0
7337,15801072,Hurst,654,France,Female,28,7,$0,2,1,0,"$151,316",0
7338,15646082,Harding,676,France,Female,34,8,"$82,909",1,1,0,"$91,817",1
7339,15796111,Smith,708,Germany,Female,54,8,"$145,151",1,0,1,"$125,311",1
7340,15670646,Moore,499,Spain,Female,42,0,"$147,188",1,1,1,"$14,869",1
7341,15578722,Bradley,689,France,Male,39,4,$0,2,1,0,"$196,112",0
7342,15815095,Burfitt,850,Spain,Male,54,7,"$108,186",2,0,0,"$24,093",1
7343,15730360,Mackenzie,502,France,Male,30,4,$0,2,1,1,"$66,264",0
7344,15763194,Milanesi,643,France,Male,34,7,$0,2,0,1,"$100,304",0
7345,15720725,Shubin,762,France,Male,28,2,$0,2,1,0,"$167,910",0
7346,15567834,Nieves,719,France,Male,49,5,"$105,918",1,1,1,"$16,247",0
7347,15720644,Martin,789,France,Male,27,6,$0,2,1,0,"$103,604",0
7348,15811742,Jen,553,Spain,Male,42,7,$0,2,1,0,"$7,680",0
7349,15813363,Woods,448,Spain,Male,25,2,$0,2,0,0,"$95,216",0
7350,15717629,Docherty,632,Germany,Male,42,6,"$59,972",2,0,1,"$148,173",0
7351,15713160,Lin,669,Spain,Male,25,7,"$157,229",2,1,0,"$124,383",0
7352,15568878,Cheng,654,Spain,Male,34,5,$0,2,1,0,"$159,311",0
7353,15809800,Korovina,726,France,Female,38,4,$0,2,0,0,"$6,787",0
7354,15736420,Macdonald,596,France,Male,21,4,"$210,433",2,0,1,"$197,298",1
7355,15757933,Hardy,733,Germany,Female,30,1,"$102,453",1,1,0,"$21,557",0
7356,15623072,Shaw,529,Spain,Female,35,5,$0,2,1,0,"$56,518",0
7357,15683993,Knight,493,France,Female,37,8,"$142,987",2,1,0,"$158,841",0
7358,15570947,Bruny,615,Spain,Female,29,7,"$143,331",2,1,1,"$126,396",0
7359,15797767,Ikedinachukwu,600,France,Female,49,6,$0,1,0,1,"$148,088",1
7360,15731989,Moran,666,France,Male,36,4,"$120,165",2,1,0,"$33,702",0
7361,15591035,Macleod,644,Spain,Male,54,6,$0,1,0,1,"$84,622",0
7362,15586479,Yin,692,France,Female,36,4,$0,1,1,0,"$185,581",1
7363,15605872,Felix,707,France,Male,73,6,"$66,573",1,1,1,"$62,769",0
7364,15666012,Rippey,603,France,Male,40,4,"$102,833",2,1,1,"$38,829",0
7365,15641733,Mishina,671,France,Female,34,5,"$164,758",1,1,0,"$110,749",0
7366,15593178,Graham,568,Spain,Female,36,10,"$153,611",1,1,1,"$54,084",1
7367,15649183,Johnston,598,Spain,Female,35,8,$0,3,0,1,"$88,659",0
7368,15736399,Korovin,606,Spain,Male,42,10,$0,2,1,0,"$177,939",0
7369,15751137,Lei,850,Germany,Female,36,3,"$169,026",1,1,0,"$174,235",0
7370,15757188,Chimaijem,644,Spain,Female,26,4,"$153,456",2,1,1,"$82,697",0
7371,15726167,Scott,655,France,Male,37,4,$0,2,1,1,"$142,416",0
7372,15624850,Grant,850,France,Male,30,10,"$153,973",2,1,0,"$62,811",0
7373,15717700,McIntyre,683,Spain,Male,34,9,"$114,610",2,0,1,"$25,339",0
7374,15716347,Griffin,663,Germany,Male,37,7,"$143,626",2,0,1,"$176,487",0
7375,15696287,Converse,682,Germany,Female,38,1,"$116,520",1,1,1,"$49,834",1
7376,15638871,Ch'ang,639,France,Male,77,6,"$80,926",2,1,1,"$55,829",0
7377,15765093,Coates,704,France,Male,23,6,"$166,595",1,1,1,"$155,823",0
7378,15592999,Reid,691,France,Female,40,0,"$115,466",1,1,1,"$60,623",0
7379,15641715,Ts'ui,599,France,Male,34,8,$0,2,1,1,"$174,197",0
7380,15607746,Belstead,573,France,Female,36,1,$0,1,1,1,"$56,905",0
7381,15625311,Dickinson,589,Germany,Female,41,7,"$92,619",1,1,1,"$101,179",0
7382,15573077,Nwora,620,Germany,Female,25,8,"$141,826",1,1,1,"$73,858",1
7383,15735106,Bishop,647,Spain,Male,28,6,"$149,594",2,1,0,"$102,325",0
7384,15672912,Loggia,737,Spain,Female,39,7,"$130,052",2,0,0,"$55,356",1
7385,15589881,Rowe,634,France,Female,41,7,$0,2,1,1,"$131,285",0
7386,15660144,Balashov,660,France,Male,38,4,$0,2,0,0,"$88,080",0
7387,15664083,Ulyanova,666,Germany,Female,37,2,"$158,469",1,0,1,"$93,266",0
7388,15690898,Bogolyubova,696,France,Male,44,8,"$161,890",1,0,0,"$75,562",0
7389,15808023,Remington,836,France,Female,29,9,"$133,682",1,1,1,"$153,748",0
7390,15676909,Mishin,667,Spain,Female,34,5,$0,2,1,0,"$163,831",0
7391,15764922,Tu,596,Spain,Male,20,3,"$187,294",1,1,0,"$103,456",0
7392,15766734,Castiglione,430,France,Male,31,5,$0,1,1,0,"$95,655",0
7393,15795079,Nnaife,596,Spain,Male,67,6,$0,2,1,1,"$138,351",0
